Frame,EAR
0,0.9271440666891198
1,1.01156271229071
2,0.9172847005968014
3,0.9795040238817998
4,0.9573530304946473
5,1.0513281786317055
6,1.0304809065308784
7,0.9298562573933462
8,0.9493252131208362
9,1.0217635710900073
10,1.0500894257221929
11,1.0090428254104582
12,0.8851943372156517
13,0.8074499863665523
14,0.9451490062154086
15,1.010095305925731
16,0.93818358897289
17,0.9458828957520284
18,0.9385790160141081
19,0.9687954323846858
20,0.9549860239647191
21,0.9474573154679405
22,0.9298501373215375
23,0.8833564880182818
24,0.8993518729383967
25,0.8986827395976835
26,0.8951110983757488
27,0.9045484749465106
28,0.9191235534958767
29,0.9137643140298404
30,0.9014799743337951
31,0.8852026200782787
32,0.903002877515852
33,0.8975826235827653
34,0.8995284119113145
35,0.9021661263856106
36,0.8878310683128099
37,0.9198877484796565
38,0.8928011485050313
39,0.9007106111176615
40,0.8981179415690793
41,0.8914188790811204
42,0.8913449093054587
43,0.8936331565226271
44,0.8907064911198694
45,0.9044858417015182
46,0.9030936045220617
47,0.8870588273245054
48,0.8890144086394394
49,0.8799063224945975
50,0.9061539488665707
51,0.8995668366389648
52,0.8900657929629745
53,0.8920326553241087
54,0.8915374348331162
55,0.8851754483731327
56,0.9049154720580294
57,0.8964326642435331
58,0.8945008541529669
59,0.868582072782389
60,0.895467772398014
61,0.8789627206546473
62,0.8727146527538479
63,0.8727930701074833
64,0.8767521909028505
65,0.8902057260363827
66,0.8687313052337142
67,0.8732897388884743
68,0.8824380833478113
69,0.8566709105230843
70,0.9056056741363601
71,0.9146391677329528
72,0.8867819214198733
73,0.8846314202897052
74,0.8796681695720029
75,0.8720797809949621
76,0.8652220755742211
77,0.885203344288139
78,0.8913523857697728
79,0.9029166924139512
80,0.9045678519331559
81,0.8823207677215019
82,0.888511209545938
83,0.889774653034902
84,0.8987439357934996
85,0.8898417040839187
86,0.8890895709181458
87,0.8922226999171192
88,0.8715473892723989
89,0.8899788584024951
90,0.9028360160769922
91,0.8728736492030541
92,0.8808751026425773
93,0.894041368527445
94,0.9047781259014093
95,0.8987949819998093
96,0.9045722450863583
97,0.8951450053927763
98,0.9016009920265017
99,0.9098614182765796
100,0.8950896723295209
101,0.9075914058417627
102,0.8757770621891761
103,0.8861426163364492
104,0.8947322612352997
105,0.9005101763157223
106,0.92153996026558
107,0.8941655508403035
108,0.9052675434941448
109,0.9024857931125265
110,0.8945729218993791
111,0.8975960864362219
112,0.891935912978839
113,0.8985113163354
114,0.9018251065745742
115,0.9093292808302966
116,0.8943248191654851
117,0.9061749087662825
118,0.9006668757420749
119,0.9114847928412159
120,0.8985020806766659
121,0.8873894602177516
122,0.8689281685432294
123,0.8922986756431709
124,0.8880012980966228
125,0.914052575503192
126,0.8725302268453137
127,0.8763341941501825
128,0.8972837577210504
129,0.8623732254029906
130,0.8355532524038461
131,0.8496957823353594
132,0.8695797210982124
133,0.7921958310250199
134,0.907114376580543
135,0.853397794354453
136,0.9442008727201423
137,0.8625694714734169
138,0.9520924368234616
139,0.9043974194933316
140,0.8733177599719474
141,0.9434859670190522
142,0.9728412400802744
143,0.934556037513629
144,0.904030465489049
145,0.9408902985654208
146,0.8858750924969598
147,1.0032448410284809
148,0.9362530033022392
149,0.8372262824991071
150,1.0752156830223762
151,0.9692774672227928
152,1.0037361388675832
153,1.0149469329913008
154,0.9374180210035631
155,0.8893049060713545
156,0.8792329074152045
157,0.9491802403614582
158,0.9357403252473032
159,0.9738124576803073
160,0.9966174851019044
161,1.0224406185393395
162,1.007968366843136
163,1.011122567693044
164,1.0079432211574284
165,1.0223839997670627
166,1.0553821610526628
167,1.0005804054559122
168,0.9095205603264513
169,0.9744786322961089
170,0.9852878681385269
171,1.0733656809034877
172,1.0385388958945396
173,0.9769498127241822
174,0.9629889522058379
175,0.9357825629461135
176,0.9263853626709224
177,0.9398775564224753
178,0.9346346042780305
179,0.8700919550185247
180,0.9165330709838131
181,0.9267942956518922
182,0.916830136693826
183,0.9411897797420326
184,0.9087986067049509
185,0.9013710155535981
186,0.88407025442046
187,0.8729342765088901
188,0.8943668043022199
189,0.8880128509400426
190,0.8862801941276542
191,0.9135618490483488
192,0.8740279814570409
193,0.8896492240429277
194,0.9074655224080672
195,0.8853431501402259
196,0.8395637836213716
197,0.8245183131595162
198,0.8345823893744254
199,0.8164439808412333
200,0.8096408853344605
201,0.8461340391859117
202,0.8392943392280414
203,0.8905253152038406
204,0.9309795868183568
205,0.9379912560437227
206,0.9999947063151625
207,0.9996730853108136
208,0.9779036297684536
209,0.9600908056979846
210,1.0806713821714653
211,0.9910830974825148
212,1.1158247117827682
213,0.9832813940019478
214,1.0169467246524337
215,0.8632271449425859
216,0.9982183826368605
217,0.9547587096704757
218,1.1925250151330027
219,0.9696872368732219
220,1.0013771747592628
221,0.9208249552131437
222,0.9046221154924108
223,0.9162182161180712
224,0.9619123212964826
225,0.9712207689880952
226,0.9478721743766221
227,0.9335174345984754
228,0.9412302501617966
229,0.917532161306119
230,0.8673954129211527
231,0.8607946680995289
232,0.8637064597498685
233,0.8724567662308952
234,0.9205793521786731
235,1.0769641548572637
236,1.0128841222881433
237,0.9572504354547297
238,0.9629866960422447
239,0.9287916618747389
240,0.9990693536363258
241,0.9617196645481334
242,0.9630364135491216
243,0.968117864853933
244,0.9872921537540911
245,0.9936111438927108
246,0.9456833599989946
247,0.9254014778455997
248,0.9168850064740516
249,0.8908197362820971
250,0.8870687758903089
251,0.915698390852081
252,0.8920877149178525
253,0.8678022763172002
254,0.9010859897819239
255,0.8775470359553968
256,0.8883978819594858
257,0.9070770840592843
258,0.9173057096624578
259,0.9056826109342302
260,0.9092225257916788
261,0.8775705308174684
262,0.8558771572254017
263,0.9236261927006949
264,0.8474065856140702
265,0.8484307241040197
266,0.8447829743712783
267,0.8695836252376358
268,0.8309814495537539
269,0.8433786619986836
270,0.8578365622676429
271,0.8662620185872898
272,0.8916933047189051
273,0.9120701242160971
274,0.906572934171664
275,0.9291196595014697
276,0.8727031311277298
277,0.8603107209896718
278,0.8145030195949814
279,0.8117085199127371
280,0.8600791603384719
281,0.864399637121295
282,0.8492993239982822
283,0.8888098221155438
284,0.8540679588821203
285,0.8442006253669507
286,0.854746606781406
287,0.837180669242512
288,0.8642655856099327
289,0.8469322421572556
290,0.8710028442932118
291,0.8593966950679527
292,0.8808246125883155
293,0.8504908634492452
294,0.8254831083407224
295,0.8528101862396783
296,0.8324698560485128
297,0.8651217682581991
298,0.8867302339183164
299,0.8585794210726271
300,0.8393406580726082
301,0.8462592784037671
302,0.8473558040521437
303,0.8457643545415482
304,0.8378990779623178
305,0.8278563441094294
306,0.8637476663301813
307,0.8512434919139729
308,0.8532276369144871
309,0.8757266664220775
310,0.8526262139670535
311,0.8415038732833007
312,0.8463479205636995
313,0.8655082439002579
314,0.8680968388672772
315,0.8694069977844662
316,0.9271653597290794
317,0.932193618041449
318,0.9181536568727713
319,0.9215035603555944
320,0.9412055733455653
321,0.9497091693157094
322,0.9381126087152644
323,0.8314303379039982
324,0.7879909796994745
325,0.7625255200453003
326,0.6915076710099481
327,0.9157988094863121
328,1.0857594815094072
329,0.9606184422141328
330,0.9922528363528837
331,0.9771408354228528
332,0.9794077405858446
333,0.9944884097615394
334,0.9690064676424334
335,0.8283614909198217
336,0.8470701254355246
337,0.8807315851291945
338,0.9478722339965276
339,0.9925174912540167
340,1.040689265322245
341,1.021469752131618
342,1.2257307877877566
343,1.3051066067946502
344,1.0171889811965156
345,1.1419577499426834
346,1.0688797233436025
347,1.050301079190175
348,1.087449880801786
349,1.0888100849820825
350,1.1097031389406842
351,1.0945595424811057
352,1.0886201343989776
353,1.098634285757401
354,1.0651244015654224
355,1.0756335994821378
356,1.1380223382016414
357,1.130040505692626
358,1.0644080836739263
359,1.1128727820136555
360,1.0443110409386696
361,1.0629252289357192
362,1.024278112594327
363,0.9921809248227308
364,0.9516836901217534
365,1.106524179409796
366,1.0744188204481078
367,1.0416148689188645
368,1.024132652312239
369,1.056814128905402
370,1.1212397583831375
371,1.120508482044639
372,1.1255968983847011
373,1.1094049777318364
374,1.0521187198134656
375,1.0151366237662849
376,1.028507937211084
377,0.9975433522530339
378,0.9625519415875252
379,1.0023348796176887
380,1.0470705938566152
381,1.0472000656376925
382,1.0418179192664325
383,1.049245116046658
384,0.9987196570299849
385,1.0969429105163642
386,1.0854650710602696
387,1.0789820906272072
388,1.0888912065961922
389,1.1320190388077747
390,1.2201080975154872
391,1.1519474996647188
392,1.0541171410136165
393,1.0810294440072565
394,1.0482948062258197
395,1.096896472107843
396,1.109356321974321
397,1.0633553726896654
398,1.06604775272369
399,1.1686933272936901
400,0.9923945141207524
401,1.018047544628243
402,0.9908069944546694
403,0.9722820013277662
404,0.9782137193689039
405,0.9853600284599555
406,1.0153972496497006
407,0.9812856075711179
408,0.9907886647845502
409,1.0172551094087874
410,1.026430030176411
411,1.0263204556900594
412,0.9835941137734104
413,1.0194479974970747
414,0.998409858869755
415,1.0142636607098505
416,0.9899159317881367
417,1.0676053869058806
418,1.0663908669278002
419,1.061180291925738
420,1.080256014578944
421,1.0162653649235374
422,1.0740469886997688
423,1.0452324228951932
424,1.010970946574344
425,1.039254029658276
426,1.0494685767604206
427,1.0504905184259217
428,1.018111301568259
429,1.020734483433042
430,1.0217444739134744
431,1.0074455242848916
432,1.002200581694728
433,1.00279919283399
434,0.9999935451465962
435,1.0113191880126755
436,0.986097521995855
437,1.0277307047618567
438,1.0083428266411698
439,1.0256967202141414
440,1.031799097093888
441,1.0505012452533844
442,1.0410648375778404
443,1.0225932246764315
444,1.0155420200222063
445,1.0032429432419065
446,1.0036845038787738
447,1.0026320423351522
448,1.0406354992859825
449,1.0287411813654341
450,1.0041971404207772
451,1.0118917001558945
452,1.000281648966989
453,1.018784635808055
454,1.0038271034887871
