Frame,MAR
0,0.11141720290623112
1,0.0818835841196242
2,0.039030418006085886
3,0.09903360280146971
4,0.0698004812759776
5,0.09351383507263815
6,0.09344735098950224
7,0.04622501635210243
8,0.06413378430109132
9,0.06912213568438902
10,0.07976786137435428
11,0.10234338884921326
12,0.089671244980979
13,0.11203511601242269
14,0.12199103036341839
15,0.18091957890581145
16,0.2884519405326087
17,0.07794475675964241
18,0.09669599603130676
19,0.05875026740847032
20,0.08458258116519013
21,0.07980497944223351
22,0.03570416691943344
23,0.057286970300069344
24,0.033332283216406994
25,0.03339817238309041
26,0.05645324471212361
27,0.04269922333758915
28,0.032828491760758735
29,0.057615651458668656
30,0.056633844379924345
31,0.043498108817395624
32,0.053560554014094354
33,0.055662061365382993
34,0.05669465226777693
35,0.05655594954678544
36,0.056633844379924345
37,0.07348896920576918
38,0.06369369598998618
39,0.0258007843557668
40,0.057615651458668656
41,0.0701977219206324
42,0.06546455666970055
43,0.03701166050988027
44,0.052257600074063396
45,0.07599916168123272
46,0.07340673917584832
47,0.06557071287171591
48,0.04342768722481756
49,0.046923178699493966
50,0.06226116870489054
51,0.03577009328335813
52,0.05462677805469223
53,0.044064406782722325
54,0.055411324178019535
55,0.05933260551085888
56,0.046672639241950364
57,0.07071273883374479
58,0.046731150854444
59,0.07071273883374479
60,0.05633368246415098
61,0.04943197134752757
62,0.047550242907417536
63,0.05645324471212361
64,0.06089551247962085
65,0.048722449994918836
66,0.03623146127972775
67,0.048450764487251795
68,0.23381747935868621
69,0.05655594954678544
70,0.039875835230126354
71,0.04279291435387791
72,0.04212190442626063
73,0.04558793861799133
74,0.057615651458668656
75,0.04056781007915208
76,0.03785156902319298
77,0.05037881015078389
78,0.03282849176075874
79,0.06441385563633355
80,0.04334490103120927
81,0.04848106648674554
82,0.26204877297590595
83,0.029784684256300546
84,0.04425545623177259
85,0.04835840280221555
86,0.04334490103120927
87,0.05549810795661941
88,0.055624269936248104
89,0.03495349908593761
90,0.07998436014309741
91,0.10662190201183136
92,0.10501039514715654
93,0.10136425191106259
94,0.1524574316400022
95,0.09928870742778562
96,0.1030586379780448
97,0.10606601717798213
98,0.09537984385920548
99,0.11126157732008256
100,0.1287332045757424
101,0.10256608591633991
102,0.08372164070454449
103,0.09625163097594625
104,0.1266167032084569
105,0.10871892810659856
106,0.09481783992746798
107,0.14130735209798068
108,0.13492454755679573
109,0.11642021724663208
110,0.11837967099902894
111,0.12652209520465388
112,0.12280280227884799
113,0.11376951241771767
114,0.08148145896654141
115,0.11661562783501142
116,0.09782513177195608
117,0.07479466893283587
118,0.08601675387230123
119,0.08304338237788275
120,0.10036310063900454
121,0.10354376084356043
122,0.11094003924504582
123,0.12004148896238163
124,0.10036310063900454
125,0.08148145896654141
126,0.09891993395813034
127,0.0577041849319823
128,0.09692828609774744
129,0.08017368775617247
130,0.06456658525220615
131,0.0555174907648204
132,0.14128328005663945
133,0.08333333333333333
134,0.06599076732544104
135,0.20433447413392491
136,0.25875241077669353
137,0.1973202497176468
138,0.2886039885346825
139,0.21719977002646143
140,0.16725858674953667
141,0.12706702519886026
142,0.15606690649381338
143,0.2237780251438243
144,0.16797798184044518
145,0.15356082105309474
146,0.1923262866452381
147,0.1253931476198449
148,0.10839575383252657
149,0.12698879295299467
150,0.07203173435481944
151,0.05752237416355279
152,0.08588975014708024
153,0.08424839344525958
154,0.10133946355625789
155,0.08818827136868154
156,0.08553965063017635
157,0.07388176557069272
158,0.10605805937373429
159,0.1206859030811349
160,0.10816214202253328
161,0.036585365853658534
162,0.06141610369427049
163,0.027427162480049692
164,0.07317073170731707
165,0.09148927925936194
166,0.11043344800663676
167,0.03332510592772033
168,0.14580169577284968
169,0.25888729804480265
170,0.5231990503912609
171,0.5727212990447029
172,0.26246211251235324
173,0.4917788561462459
174,0.4454586051593903
175,0.394314686610144
176,0.36849426818305714
177,0.3473977056491815
178,0.32283768608394403
179,0.27690345663329696
180,0.3418882695550706
181,0.31808101279509476
182,0.32804030257600364
183,0.26796745880306344
184,0.33516913008468335
185,0.514458730921547
186,0.6252875628369841
187,0.4977339923490799
188,0.47137880348500655
189,0.5714987912057948
190,0.5774070748273363
191,0.24507641847409825
192,0.030363262876067963
193,0.04287476365799045
194,0.052094584714064064
195,0.0668974721169705
196,0.14513738046526425
197,0.08278116706466515
198,0.3570523721169944
199,0.43622110876035275
200,0.5302731196135901
201,0.5513218193794197
202,0.5199684305302981
203,0.48888599381473224
204,0.5208804401703255
205,0.48848192057737977
206,0.47721552766030234
207,0.4594196095421604
208,0.21083416795976206
209,0.09553480527665788
210,0.11448026803258905
211,0.11286539493361313
212,0.04158652297510707
213,0.06318380365815723
214,0.047642762305093136
215,0.45120528243422836
216,0.40248728229081776
217,0.44862495671305214
218,0.40335189770346663
219,0.30109586198141386
220,0.23188318460170532
221,0.3382820001707985
222,0.4106873338801347
223,0.32117798327810915
224,0.23198642582179602
225,0.27052138131628484
226,0.2789262907017786
227,0.33329833219569993
228,0.1772287665220016
229,0.1915947897174543
230,0.07453825141678072
231,0.13664394620513487
232,0.19877037571268794
233,0.15242748502160888
234,0.03417693634782668
235,0.035066140133044446
236,0.07757467762880153
237,0.11200239647928137
238,0.16012105073085803
239,0.23217905567913746
240,0.2648102742111809
241,0.40126715000171403
242,0.1436739427831727
243,0.1117851348221232
244,0.2026287101093622
245,0.1720914598179414
246,0.23772972472009612
247,0.33952179662742743
248,0.4268196401683152
249,0.39847256178169355
250,0.43051322905667816
251,0.49167766668712337
252,0.34740773013739756
253,0.28177161184648186
254,0.25858225876267177
255,0.23262036191850743
256,0.27198719037786284
257,0.26720896687697837
