Frame,MAR
258,0.2940108081934189
259,0.23309753639548642
260,0.405897810943768
261,0.42184580423183116
262,0.38627434359156343
263,0.3336802049520979
264,0.48709862908792123
265,0.41824989643909494
266,0.35570842321515667
267,0.2100840155147621
268,0.3589192740233379
269,0.3368769288428413
270,0.19480209083194813
271,0.2505250227254525
272,0.20578181902712972
273,0.18609967712065809
274,0.16090058151394598
275,0.14033809493321092
276,0.3201376656728281
277,0.2100396232993826
278,0.23497906898480178
279,0.20269097266080502
280,0.4894062921455385
281,0.5785362116458009
282,0.5814501577472643
283,0.5665268007712456
284,0.43749194786680434
285,0.19931225038693537
286,0.1414842521071022
287,0.10638297872340426
288,0.07136914665004124
289,0.10185010546583881
290,0.0720015674849987
291,0.10052836596188103
292,0.20974898314806126
293,0.1317009215737036
294,0.1140445845163712
295,0.07270692198596379
296,0.11434856884372788
297,0.020403914662519312
298,0.02414213562373095
299,0.13205196863329538
300,0.13980573623697023
301,0.17059209934243602
302,0.09925621849373459
303,0.1127636579870027
304,0.13341365189585058
305,0.11808133139466298
306,0.12655563978860085
307,0.08385254915624211
308,0.19332582851543756
309,0.2405378667410821
310,0.24042537010099146
311,0.3116227542630904
312,0.5525342221340178
313,0.6098956486310254
314,0.5703266722782134
315,0.618971465198421
316,0.5499699803220994
317,0.5991905491238092
318,0.6253922515706744
319,0.7281649847682778
320,0.4742092698177046
321,0.3952074912414075
322,0.5167762491494299
323,0.5618916944257063
324,0.6474531046090853
325,0.5377068426860742
326,0.4344153571294951
327,0.4700334692098606
328,0.4316238832342633
329,0.32328153422368194
330,0.2726021397669222
331,0.1537733789348698
332,0.05642226451917659
333,0.028416281507071553
334,0.058300952907117336
335,0.19215879436750738
336,0.1445823883632625
337,0.23626107499746682
338,0.2446744936015633
339,0.13597679513997704
340,0.12234320171790257
341,0.09955365225731005
342,0.08236067977499789
343,0.06431196942844081
344,0.042124196722629785
345,0.14374785589819952
346,0.27227681278420335
347,0.6183469424008423
348,0.6147692058574408
349,0.583763474073832
350,0.391851116238422
351,0.3008575593349988
352,0.5821947801349757
353,0.6262627519169308
354,0.6117628125297031
355,0.5628666110958623
356,0.599641160707616
357,0.4471213543008554
358,0.4404722451816891
359,0.6280629835610242
360,0.5229204798221654
361,0.5482317218265529
362,0.6835578264728147
363,0.28123875958147165
364,0.26913567112584913
365,0.27694821770830413
366,0.28785921185548013
367,0.22672885876180512
368,0.14532958974404495
369,0.1303116728289208
370,0.1670894058785167
371,0.6994306155542616
372,0.6941930494486018
373,0.6614702875473758
374,0.3584616999137157
375,0.3461970221725752
376,0.38127389685237023
377,0.28143611602707386
378,0.2541113889147463
379,0.6247566120723375
380,0.6941553019005041
381,0.5397045017659783
382,0.47655310413782054
383,0.5775197120316461
384,0.6938582810654453
385,0.41067851633302643
386,0.09992009587217894
387,0.09992009587217894
388,0.22359528882143564
389,0.04163054471218133
390,0.3137479726057819
391,0.0625
392,0.19550018817773898
393,0.20224157397697137
394,0.24510286241438697
395,0.22052345493388992
396,0.36856778962685455
397,0.2940956620029775
398,0.34748851012701754
399,0.342308190929405
400,0.0
401,0.718685742142903
402,0.0812907991041213
403,0.6707538932607557
404,0.0812907991041213
405,0.6856754981031299
406,0.04993761694389223
407,0.6956706809925692
408,0.08119878911526503
409,0.45519925458049654
410,0.6955164413464157
411,0.6257032890568344
412,0.7288096962509745
413,0.7181538577002937
414,0.7689812088820772
415,0.7535837714777502
416,0.6266119110315668
417,0.611205443379392
418,0.6882309887609989
419,0.7549835613646421
420,0.7578136911377379
421,0.7641912626254175
422,0.7149981225275618
423,0.6854642340319713
424,0.6776427435306625
425,0.7333976393526885
426,0.6849015921741599
427,0.757754582360335
428,0.7260942709082819
429,0.6993590531778292
430,0.7349957475981803
431,0.7078455089193998
432,0.653366809176596
433,0.6714850312470233
434,0.6706667803842515
435,0.5410943422562025
